Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,43,Cosmetics,Online,H,4/19/2012,7532,4/24/2012,3216,437.2,263.33,6507,6338,7123
Europe,180,Cereal,Offline,C,10/31/2015,9582,11/9/2015,5385,205.7,117.11,5778,5482,6430
Asia,84,Clothes,Online,L,12/9/2015,7842,1/8/2016,1348,109.28,35.84,1603,1001,2411
Europe,14,Baby Food,Online,C,5/27/2017,8361,5/28/2017,5643,255.28,159.42,6580,6549,6966
Europe,56,Clothes,Offline,H,9/17/2014,8054,11/3/2014,9835,109.28,35.84,5663,4153,7971
Europe,3,Meat,Offline,C,12/28/2010,9497,12/28/2010,7525,421.89,364.69,8358,8655,6009
Europe,132,Cosmetics,Offline,C,3/18/2014,6060,4/24/2014,9341,437.2,263.33,8883,8455,9532
Middle East and North Africa,175,Baby Food,Offline,L,9/13/2010,6964,10/27/2010,7945,255.28,159.42,7498,7307,8123
Europe,52,Clothes,Offline,C,5/7/2014,2159,6/23/2014,3029,109.28,35.84,2647,1836,4146
Europe,18,Personal Care,Offline,M,5/23/2017,7359,6/26/2017,6318,81.73,56.67,3648,4192,3372
Asia,178,Baby Food,Online,L,12/3/2016,9168,1/5/2017,6565,255.28,159.42,7024,6901,7553
Sub-Saharan Africa,29,Cosmetics,Offline,H,2/4/2011,9847,3/9/2011,4556,437.2,263.33,7439,7214,8225
Europe,6,Vegetables,Offline,L,6/29/2010,2538,7/13/2010,8111,154.06,90.93,6125,5902,6721
Asia,24,Office Supplies,Online,C,8/10/2011,6006,8/28/2011,7076,651.21,524.96,9093,9150,8555
Europe,127,Household,Online,L,10/16/2015,5,11/10/2015,8332,668.27,502.54,9364,9303,9318
Asia,76,Clothes,Online,M,4/24/2010,9935,5/22/2010,790,109.28,35.84,1187,571,1736
Central America and the Caribbean,41,Clothes,Offline,M,1/4/2010,2024,1/12/2010,392,109.28,35.84,581,295,1222
Sub-Saharan Africa,102,Fruits,Online,C,8/24/2015,8181,9/4/2015,5112,9.33,6.92,655,731,587
Sub-Saharan Africa,133,Cosmetics,Offline,M,2/7/2010,1374,2/28/2010,9955,437.2,263.33,9026,8592,9592
Sub-Saharan Africa,4,Beverages,Offline,M,3/18/2015,9,4/21/2015,1957,47.45,31.79,1283,1287,1255
Sub-Saharan Africa,4,Fruits,Offline,H,3/11/2012,3478,4/15/2012,5185,9.33,6.92,666,740,597
Asia,160,Office Supplies,Online,H,8/25/2013,6877,9/15/2013,5738,651.21,524.96,8673,8773,7983
Sub-Saharan Africa,29,Beverages,Offline,H,4/19/2014,6104,5/19/2014,6746,47.45,31.79,2593,2876,2522
Australia and Oceania,167,Baby Food,Online,M,7/3/2017,2893,7/14/2017,3370,255.28,159.42,4995,5092,5095
Sub-Saharan Africa,183,Baby Food,Online,C,5/1/2016,9658,5/3/2016,7803,255.28,159.42,7440,7279,8072
Europe,36,Beverages,Offline,C,6/26/2012,4738,7/1/2012,4267,47.45,31.79,1915,2092,1886
Europe,114,Baby Food,Offline,H,7/9/2012,7001,7/18/2012,4019,255.28,159.42,5509,5518,5614
Europe,93,Cosmetics,Offline,M,6/27/2016,1376,7/14/2016,343,437.2,263.33,1618,1637,1760
Sub-Saharan Africa,47,Fruits,Online,M,2/20/2014,3456,3/12/2014,3558,9.33,6.92,451,505,402
Sub-Saharan Africa,111,Cosmetics,Offline,C,6/10/2011,4586,7/2/2011,6012,437.2,263.33,8049,7733,8846
Europe,132,Clothes,Offline,C,8/20/2011,6886,9/5/2011,7085,109.28,35.84,4697,3268,6791
Europe,56,Meat,Offline,H,6/14/2011,8257,6/22/2011,8188,421.89,364.69,8525,8760,6348
Central America and the Caribbean,12,Fruits,Offline,H,6/25/2012,7576,8/8/2012,7763,9.33,6.92,1005,1103,897
Asia,119,Vegetables,Online,L,5/18/2017,9242,6/15/2017,6284,154.06,90.93,5332,5254,5720
Middle East and North Africa,77,Vegetables,Offline,C,12/4/2010,8464,12/12/2010,1257,154.06,90.93,1867,1896,2095
Middle East and North Africa,121,Office Supplies,Offline,C,10/30/2016,6492,12/13/2016,2216,651.21,524.96,6584,7150,4723
Sub-Saharan Africa,63,Cosmetics,Online,H,8/26/2010,4985,9/27/2010,5730,437.2,263.33,7971,7639,8759
Europe,90,Personal Care,Offline,L,6/12/2014,1610,7/14/2014,397,81.73,56.67,443,461,459
Asia,11,Beverages,Offline,C,4/4/2017,4816,5/19/2017,1847,47.45,31.79,1215,1208,1227
Europe,90,Cereal,Offline,L,10/6/2016,8675,11/6/2016,7741,205.7,117.11,6910,6585,7794
Sub-Saharan Africa,88,Fruits,Offline,H,7/4/2015,8274,8/15/2015,2772,9.33,6.92,355,394,318
Europe,1,Cosmetics,Online,H,1/27/2017,4436,3/10/2017,3663,437.2,263.33,6923,6755,7585
Europe,36,Clothes,Offline,H,10/11/2014,8398,11/12/2014,4168,109.28,35.84,3370,2240,4946
Europe,34,Household,Online,M,7/20/2010,7760,8/17/2010,75,668.27,502.54,682,771,594
Asia,24,Household,Online,H,3/12/2011,542,4/14/2011,4201,668.27,502.54,8153,8181,7843
Asia,106,Fruits,Offline,H,12/25/2016,498,1/8/2017,1394,9.33,6.92,183,207,160
Central America and the Caribbean,5,Cereal,Offline,M,5/6/2010,2382,6/3/2010,3533,205.7,117.11,4504,4464,4999
Europe,66,Office Supplies,Online,M,8/15/2012,6599,9/26/2012,4531,651.21,524.96,8233,8394,7214
Sub-Saharan Africa,141,Clothes,Online,L,2/23/2012,4368,3/5/2012,5330,109.28,35.84,3921,2659,5675
Middle East and North Africa,129,Cosmetics,Offline,L,6/19/2013,2676,6/27/2013,8902,437.2,263.33,8764,8364,9458
Asia,126,Cereal,Online,C,10/29/2010,9288,12/9/2010,5254,205.7,117.11,5686,5413,6322
Australia and Oceania,123,Meat,Online,H,9/10/2014,7805,10/10/2014,6421,421.89,364.69,8102,8362,5460
Sub-Saharan Africa,31,Personal Care,Online,H,1/31/2010,2634,3/8/2010,1470,81.73,56.67,1433,1562,1367
Asia,161,Cereal,Online,C,5/18/2013,3722,6/19/2013,1501,205.7,117.11,2534,2503,2997
Europe,66,Cereal,Offline,L,7/6/2015,2108,8/4/2015,4643,205.7,117.11,5293,5127,5851
Europe,158,Fruits,Offline,H,1/22/2016,4435,1/24/2016,1057,9.33,6.92,132,153,117
Australia and Oceania,179,Office Supplies,Online,C,11/14/2011,8082,11/28/2011,7936,651.21,524.96,9244,9293,8764
Middle East and North Africa,44,Cosmetics,Online,C,1/6/2016,6514,2/17/2016,4503,437.2,263.33,7406,7198,8196
Sub-Saharan Africa,57,Cosmetics,Online,L,2/11/2016,3561,4/1/2016,7013,437.2,263.33,8290,7964,9122
Europe,91,Clothes,Offline,M,1/2/2016,9093,1/16/2016,3753,109.28,35.84,3108,2082,4682
Asia,154,Personal Care,Offline,C,10/17/2016,3720,10/21/2016,39,81.73,56.67,37,37,39
Sub-Saharan Africa,63,Household,Online,M,2/3/2013,3805,3/22/2013,3220,668.27,502.54,7619,7760,6909
Sub-Saharan Africa,28,Personal Care,Offline,H,12/5/2011,6494,12/15/2011,7677,81.73,56.67,4095,4568,3783
Asia,96,Vegetables,Online,C,10/27/2013,4747,11/22/2013,9820,154.06,90.93,6772,6522,7493
Europe,128,Cosmetics,Online,M,7/28/2016,2222,8/10/2016,3091,437.2,263.33,6389,6199,6937
Europe,53,Snacks,Online,M,6/22/2011,8370,6/25/2011,2965,152.58,97.44,3355,3649,3446
Central America and the Caribbean,32,Household,Online,L,5/21/2017,3708,6/9/2017,1947,668.27,502.54,6264,6785,5092
Sub-Saharan Africa,166,Cosmetics,Offline,M,5/16/2016,4090,6/29/2016,4571,437.2,263.33,7449,7218,8233
Europe,128,Office Supplies,Offline,C,6/30/2010,6365,8/18/2010,2406,651.21,524.96,6881,7302,4921
Europe,8,Beverages,Offline,M,6/12/2010,3207,7/3/2010,9051,47.45,31.79,3225,3639,3126
Sub-Saharan Africa,94,Office Supplies,Offline,C,8/19/2016,7987,9/22/2016,5135,651.21,524.96,8458,8629,7644
Europe,18,Meat,Offline,H,5/18/2015,9982,6/12/2015,3319,421.89,364.69,6487,7223,3758
Europe,158,Personal Care,Online,H,12/30/2012,9040,1/18/2013,3296,81.73,56.67,2306,2609,2143
Asia,17,Baby Food,Offline,H,11/16/2016,967,11/22/2016,6789,255.28,159.42,7090,6984,7655
Sub-Saharan Africa,63,Fruits,Online,H,7/14/2016,2305,7/26/2016,2554,9.33,6.92,333,365,290
Sub-Saharan Africa,27,Meat,Online,H,2/15/2010,5286,3/16/2010,1376,421.89,364.69,3913,4893,2083
Asia,24,Snacks,Online,L,10/19/2015,3044,11/21/2015,1072,152.58,97.44,1709,1796,1751
Sub-Saharan Africa,183,Office Supplies,Online,L,11/28/2014,4519,12/16/2014,1493,651.21,524.96,5341,6093,3745
Sub-Saharan Africa,184,Vegetables,Online,C,5/18/2016,9229,5/31/2016,9516,154.06,90.93,6637,6420,7369
Europe,128,Vegetables,Offline,L,1/18/2015,2739,1/30/2015,4054,154.06,90.93,4082,4241,4518
Europe,74,Meat,Offline,M,8/12/2010,1171,9/29/2010,1049,421.89,364.69,3298,4317,1771
Europe,90,Office Supplies,Offline,C,5/28/2011,6632,6/10/2011,8474,651.21,524.96,9351,9400,8889
Central America and the Caribbean,65,Snacks,Offline,M,6/16/2015,1750,7/29/2015,1334,152.58,97.44,1921,2037,1989
Asia,68,Office Supplies,Online,M,4/18/2014,5214,5/21/2014,6666,651.21,524.96,9017,9032,8384
Asia,68,Household,Online,C,11/18/2011,6264,12/7/2011,8537,668.27,502.54,9397,9343,9345
Sub-Saharan Africa,162,Cereal,Online,C,3/23/2013,96,5/12/2013,3046,205.7,117.11,4089,4182,4642
Europe,13,Baby Food,Offline,H,1/20/2013,2639,1/29/2013,3321,255.28,159.42,4951,5045,5053
Sub-Saharan Africa,94,Clothes,Online,M,9/23/2014,5461,11/12/2014,4526,109.28,35.84,3554,2376,5162
Europe,52,Household,Online,C,4/25/2011,1107,5/2/2011,8851,668.27,502.54,9440,9399,9392
Sub-Saharan Africa,87,Household,Offline,H,2/3/2012,7790,3/9/2012,520,668.27,502.54,2723,3345,2202
Europe,55,Cereal,Offline,M,1/15/2016,4666,2/5/2016,789,205.7,117.11,1700,1659,1941
Middle East and North Africa,10,Clothes,Offline,C,8/21/2015,6328,9/9/2015,2944,109.28,35.84,2604,1806,4079
Sub-Saharan Africa,47,Household,Online,H,10/12/2015,8454,11/1/2015,7301,668.27,502.54,9177,9138,9107
Europe,146,Meat,Offline,C,11/11/2014,2589,12/9/2014,6210,421.89,364.69,8038,8295,5350
Middle East and North Africa,77,Fruits,Online,H,2/16/2016,643,3/23/2016,9050,9.33,6.92,1157,1294,1052
North America,177,Meat,Offline,L,4/22/2016,653,4/22/2016,7233,421.89,364.69,8283,8604,5871
Central America and the Caribbean,116,Snacks,Offline,H,12/28/2016,1305,1/11/2017,9201,152.58,97.44,6498,6534,6671
Europe,90,Clothes,Offline,C,4/4/2013,7129,5/10/2013,5428,109.28,35.84,3967,2688,5733
Middle East and North Africa,129,Clothes,Offline,L,8/9/2012,3418,8/20/2012,3418,109.28,35.84,2871,1971,4478
Europe,53,Cosmetics,Offline,H,1/14/2016,1174,3/4/2016,2707,437.2,263.33,5962,5809,6367
Europe,92,Office Supplies,Online,L,3/30/2014,2330,5/17/2014,9864,651.21,524.96,9561,9586,9158
Australia and Oceania,100,Meat,Offline,L,2/20/2014,4397,3/9/2014,3486,421.89,364.69,6654,7317,3880
Sub-Saharan Africa,141,Snacks,Online,L,5/5/2012,5799,5/10/2012,9203,152.58,97.44,6500,6535,6675
Australia and Oceania,137,Cosmetics,Online,C,2/9/2014,786,3/7/2014,4678,437.2,263.33,7527,7259,8298
Europe,147,Household,Online,C,5/24/2014,4332,6/22/2014,4601,668.27,502.54,8295,8342,8127
Europe,157,Cosmetics,Online,M,10/18/2016,7061,11/15/2016,5697,437.2,263.33,7954,7621,8750
Europe,147,Personal Care,Offline,H,8/17/2014,632,9/12/2014,1720,81.73,56.67,1563,1717,1472
Sub-Saharan Africa,117,Personal Care,Offline,M,5/22/2017,2304,6/28/2017,8457,81.73,56.67,4358,4786,4033
Europe,6,Snacks,Offline,L,9/26/2016,113,10/11/2016,8725,152.58,97.44,6337,6355,6462
Europe,157,Beverages,Offline,M,12/13/2012,7978,1/10/2013,7373,47.45,31.79,2736,3079,2672
North America,103,Office Supplies,Offline,M,3/4/2011,662,4/3/2011,6280,651.21,524.96,8887,8929,8227
Europe,37,Personal Care,Offline,H,1/9/2010,8362,2/18/2010,9358,81.73,56.67,4659,5051,4289
Middle East and North Africa,73,Cereal,Online,M,12/26/2012,2591,1/9/2013,7549,205.7,117.11,6866,6487,7732
Europe,52,Beverages,Online,M,1/12/2017,67,2/5/2017,3827,47.45,31.79,1800,1962,1770
Europe,90,Office Supplies,Online,M,5/31/2016,8689,6/26/2016,8196,651.21,524.96,9297,9347,8822
Sub-Saharan Africa,143,Personal Care,Offline,L,1/7/2014,2087,2/20/2014,2693,81.73,56.67,2019,2280,1897
Central America and the Caribbean,64,Personal Care,Offline,M,1/3/2010,4496,2/7/2010,6385,81.73,56.67,3668,4209,3397
Europe,104,Vegetables,Online,M,3/11/2013,6020,4/4/2013,371,154.06,90.93,789,700,1133
Europe,146,Clothes,Offline,H,7/3/2014,7616,7/25/2014,2781,109.28,35.84,2503,1743,3943
Sub-Saharan Africa,133,Personal Care,Offline,C,7/8/2013,6024,7/12/2013,3775,81.73,56.67,2532,2869,2329
Australia and Oceania,115,Household,Offline,M,8/30/2014,8553,10/3/2014,546,668.27,502.54,2820,3491,2261
Middle East and North Africa,44,Meat,Online,L,11/9/2015,8653,12/15/2015,2318,421.89,364.69,5359,6328,2991
Middle East and North Africa,86,Snacks,Online,L,4/18/2012,221,5/14/2012,5346,152.58,97.44,4866,4998,4840
Sub-Saharan Africa,25,Baby Food,Online,L,5/22/2015,3077,6/22/2015,7916,255.28,159.42,7486,7300,8113
Central America and the Caribbean,134,Meat,Offline,M,2/5/2011,7820,2/23/2011,5344,421.89,364.69,7719,8050,4941
Australia and Oceania,123,Personal Care,Offline,C,10/1/2016,857,10/18/2016,4981,81.73,56.67,3091,3580,2844
Australia and Oceania,112,Clothes,Online,C,8/28/2016,9298,10/12/2016,1205,109.28,35.84,1501,892,2238
Sub-Saharan Africa,88,Snacks,Offline,C,5/5/2011,6088,6/6/2011,428,152.58,97.44,898,851,1140
Asia,83,Fruits,Online,C,9/29/2013,4976,11/16/2013,6092,9.33,6.92,784,868,703
Middle East and North Africa,129,Snacks,Online,M,2/28/2015,5416,3/26/2015,3671,152.58,97.44,3817,4188,3919
Asia,181,Household,Online,H,9/25/2011,7630,11/1/2011,5670,668.27,502.54,8706,8694,8662
Central America and the Caribbean,12,Meat,Offline,H,10/25/2015,7808,11/7/2015,6625,421.89,364.69,8146,8416,5561
Central America and the Caribbean,116,Fruits,Online,H,4/28/2014,2763,5/27/2014,8102,9.33,6.92,1042,1147,934
Europe,56,Meat,Online,H,5/18/2010,5071,6/7/2010,3702,421.89,364.69,6874,7421,4032
Middle East and North Africa,73,Beverages,Online,H,12/16/2011,8078,12/25/2011,4053,47.45,31.79,1859,2027,1829
Europe,92,Cosmetics,Offline,C,12/15/2012,1128,1/18/2013,1818,437.2,263.33,4772,4785,5031
Sub-Saharan Africa,47,Personal Care,Online,L,2/14/2012,4095,3/6/2012,6687,81.73,56.67,3754,4294,3493
Sub-Saharan Africa,62,Household,Offline,H,11/2/2016,2700,11/9/2016,385,668.27,502.54,2235,2680,1833
Europe,138,Clothes,Online,C,8/15/2016,3506,9/5/2016,1668,109.28,35.84,1804,1230,2804
Sub-Saharan Africa,46,Beverages,Offline,L,3/14/2017,8775,3/16/2017,1320,47.45,31.79,868,861,991
Sub-Saharan Africa,102,Personal Care,Offline,L,1/2/2014,1716,2/1/2014,7159,81.73,56.67,3933,4431,3640
Sub-Saharan Africa,144,Household,Online,M,2/11/2011,1086,3/29/2011,9034,668.27,502.54,9468,9421,9413
Europe,105,Fruits,Offline,L,6/10/2017,6623,7/9/2017,3825,9.33,6.92,478,534,424
Australia and Oceania,112,Cosmetics,Online,H,9/8/2012,3644,10/3/2012,443,437.2,263.33,1868,1920,2062
Middle East and North Africa,169,Office Supplies,Offline,C,9/10/2011,8420,9/24/2011,4831,651.21,524.96,8333,8517,7420
Asia,119,Household,Online,H,3/18/2015,3068,4/29/2015,4961,668.27,502.54,8440,8482,8323
Europe,120,Household,Offline,M,9/15/2013,215,10/27/2013,5839,668.27,502.54,8769,8735,8712
Europe,128,Baby Food,Offline,M,11/9/2013,8429,11/19/2013,4501,255.28,159.42,5883,5822,6023
Europe,128,Vegetables,Online,C,1/16/2012,7179,2/17/2012,5015,154.06,90.93,4692,4678,5036
Sub-Saharan Africa,40,Beverages,Offline,H,4/10/2013,1473,4/15/2013,3478,47.45,31.79,1718,1856,1679
Australia and Oceania,50,Vegetables,Offline,H,4/13/2012,7212,4/30/2012,3021,154.06,90.93,3416,3494,3766
Sub-Saharan Africa,16,Clothes,Online,L,6/4/2012,6134,6/20/2012,8806,109.28,35.84,5322,3881,7639
Sub-Saharan Africa,118,Meat,Offline,H,5/6/2014,680,6/16/2014,3023,421.89,364.69,6189,7024,3564
Europe,34,Household,Offline,M,3/2/2012,9070,4/14/2012,9898,668.27,502.54,9591,9549,9545
Europe,36,Vegetables,Offline,C,6/16/2012,392,6/27/2012,684,154.06,90.93,1361,1285,1475
Australia and Oceania,148,Meat,Online,L,4/4/2015,9384,5/24/2015,8669,421.89,364.69,8635,8842,6585
Sub-Saharan Africa,98,Cosmetics,Online,H,4/27/2010,1713,6/15/2010,4169,437.2,263.33,7191,7012,7988
Middle East and North Africa,89,Baby Food,Online,H,3/9/2011,8666,3/22/2011,9533,255.28,159.42,7886,7652,8593
Australia and Oceania,148,Baby Food,Online,L,7/9/2013,2536,8/13/2013,4141,255.28,159.42,5606,5591,5722
Sub-Saharan Africa,95,Personal Care,Online,L,1/24/2014,1083,2/13/2014,9404,81.73,56.67,4673,5066,4300
Sub-Saharan Africa,165,Personal Care,Offline,M,5/27/2014,3117,6/9/2014,3765,81.73,56.67,2524,2862,2324
Sub-Saharan Africa,101,Vegetables,Online,M,3/7/2017,3144,3/30/2017,7696,154.06,90.93,5966,5756,6503
Europe,37,Office Supplies,Offline,L,10/6/2014,6433,11/18/2014,8704,651.21,524.96,9389,9431,8933
North America,177,Cosmetics,Offline,L,9/19/2015,4027,10/23/2015,6323,437.2,263.33,8127,7807,8937
Asia,154,Snacks,Offline,L,9/26/2010,7729,11/8/2010,7122,152.58,97.44,5716,5733,5687
North America,103,Household,Online,H,4/22/2014,5289,5/22/2014,9699,668.27,502.54,9571,9524,9511
Sub-Saharan Africa,63,Beverages,Offline,M,6/24/2015,4979,8/8/2015,9685,47.45,31.79,3389,3807,3280
Central America and the Caribbean,64,Office Supplies,Offline,M,12/4/2011,1004,1/23/2012,4739,651.21,524.96,8303,8477,7352
Middle East and North Africa,170,Vegetables,Online,H,10/3/2013,8328,11/17/2013,9555,154.06,90.93,6657,6432,7386
Sub-Saharan Africa,95,Office Supplies,Online,H,12/29/2016,7811,2/10/2017,856,651.21,524.96,3806,4637,2560
Sub-Saharan Africa,33,Household,Offline,L,12/13/2014,886,1/31/2015,2397,668.27,502.54,6924,7220,5725
Europe,92,Household,Online,M,2/16/2017,4888,3/13/2017,9964,668.27,502.54,9597,9557,9554
Central America and the Caribbean,64,Cosmetics,Offline,L,3/7/2015,7809,4/2/2015,6374,437.2,263.33,8142,7824,8950
Australia and Oceania,172,Household,Online,C,12/18/2016,3686,1/6/2017,6477,668.27,502.54,9014,8898,8892
Central America and the Caribbean,42,Beverages,Online,C,6/20/2012,7065,6/30/2012,2152,47.45,31.79,1345,1421,1309
Europe,52,Baby Food,Offline,M,6/21/2015,8343,7/8/2015,7310,255.28,159.42,7257,7157,7863
Central America and the Caribbean,41,Personal Care,Offline,M,4/20/2014,8902,6/5/2014,2894,81.73,56.67,2121,2385,1979
Europe,176,Clothes,Offline,H,7/3/2013,5623,7/20/2013,1876,109.28,35.84,1930,1403,3070
Sub-Saharan Africa,62,Snacks,Online,M,11/26/2014,6269,1/5/2015,4263,152.58,97.44,4200,4472,4293
Sub-Saharan Africa,109,Snacks,Online,M,10/25/2013,4467,11/29/2013,2090,152.58,97.44,2586,2779,2670
Central America and the Caribbean,32,Snacks,Online,H,5/28/2010,4486,6/8/2010,4425,152.58,97.44,4290,4545,4406
Sub-Saharan Africa,94,Snacks,Online,H,6/23/2013,6455,8/6/2013,2366,152.58,97.44,2801,3044,2948
Sub-Saharan Africa,19,Household,Online,C,12/19/2013,1330,2/1/2014,4043,668.27,502.54,8092,8109,7737
Middle East and North Africa,169,Cosmetics,Offline,L,6/15/2011,5764,7/20/2011,9618,437.2,263.33,8957,8513,9567
Australia and Oceania,172,Cereal,Online,M,5/10/2010,7227,6/10/2010,6281,205.7,117.11,6241,5895,7107
Middle East and North Africa,129,Cereal,Online,L,3/4/2016,8984,3/11/2016,3259,205.7,117.11,4274,4311,4787
Sub-Saharan Africa,29,Household,Online,C,7/10/2016,5067,8/9/2016,6804,668.27,502.54,9085,8990,8974
Asia,69,Vegetables,Offline,C,3/30/2015,5243,4/25/2015,5204,154.06,90.93,4805,4755,5130
Middle East and North Africa,140,Personal Care,Offline,C,6/12/2013,95,6/23/2013,3775,81.73,56.67,2532,2869,2329
Middle East and North Africa,121,Clothes,Online,C,4/23/2013,6056,5/8/2013,9866,109.28,35.84,5678,4160,7984
Middle East and North Africa,182,Baby Food,Online,H,4/16/2014,243,4/22/2014,7858,255.28,159.42,7464,7291,8090
Central America and the Caribbean,35,Personal Care,Online,M,11/27/2016,5612,12/12/2016,4161,81.73,56.67,2690,3091,2501
Sub-Saharan Africa,38,Personal Care,Online,L,5/23/2011,5838,6/3/2011,2218,81.73,56.67,1796,2006,1697
Middle East and North Africa,44,Baby Food,Offline,L,10/1/2011,474,10/27/2011,7502,255.28,159.42,7330,7211,7952
Sub-Saharan Africa,63,Beverages,Offline,L,2/15/2014,9730,3/19/2014,2518,47.45,31.79,1430,1539,1407
Europe,13,Baby Food,Online,H,9/25/2015,9723,10/6/2015,1803,255.28,159.42,3396,3632,3562
Sub-Saharan Africa,141,Fruits,Online,C,1/19/2011,7266,2/26/2011,6923,9.33,6.92,889,992,798
Europe,147,Fruits,Offline,M,10/13/2010,5031,11/30/2010,1478,9.33,6.92,190,216,169
Central America and the Caribbean,124,Household,Offline,L,4/30/2015,6333,5/12/2015,6097,668.27,502.54,8875,8793,8779
Central America and the Caribbean,35,Baby Food,Offline,H,1/4/2011,425,1/26/2011,3441,255.28,159.42,5049,5150,5141
Asia,69,Snacks,Online,M,9/21/2011,7219,11/10/2011,3204,152.58,97.44,3530,3844,3604
Central America and the Caribbean,45,Meat,Online,L,4/9/2017,2554,5/15/2017,7107,421.89,364.69,8256,8573,5807
Middle East and North Africa,159,Vegetables,Online,C,3/7/2017,2838,3/14/2017,3907,154.06,90.93,3999,4173,4431
Sub-Saharan Africa,133,Personal Care,Offline,M,3/5/2017,472,3/8/2017,4389,81.73,56.67,2791,3213,2587
Sub-Saharan Africa,22,Meat,Online,H,9/8/2012,8441,9/12/2012,6371,421.89,364.69,8083,8352,5436
Sub-Saharan Africa,155,Cereal,Online,L,5/13/2015,5804,5/13/2015,9701,205.7,117.11,7444,7087,8450
Asia,20,Vegetables,Online,L,5/28/2011,2086,6/21/2011,1260,154.06,90.93,1873,1900,2098
Europe,157,Cosmetics,Online,C,10/19/2010,2710,11/4/2010,9958,437.2,263.33,9027,8593,9593
Middle East and North Africa,71,Personal Care,Online,L,3/29/2013,3891,4/7/2013,1738,81.73,56.67,1574,1730,1484
Sub-Saharan Africa,165,Cosmetics,Offline,L,12/1/2011,7658,1/20/2012,4573,437.2,263.33,7450,7219,8236
Europe,53,Clothes,Offline,C,6/7/2012,6855,6/26/2012,3469,109.28,35.84,2900,1988,4504
Australia and Oceania,112,Snacks,Online,C,11/22/2013,9907,12/7/2013,5461,152.58,97.44,4911,5057,4891
Australia and Oceania,112,Cosmetics,Offline,M,9/3/2012,6240,9/26/2012,4617,437.2,263.33,7481,7233,8265
Central America and the Caribbean,124,Baby Food,Offline,M,10/18/2013,965,11/27/2013,7035,255.28,159.42,7166,7069,7755
Sub-Saharan Africa,4,Snacks,Online,L,12/26/2011,9964,12/28/2011,5846,152.58,97.44,5082,5246,5090
Central America and the Caribbean,60,Beverages,Offline,H,8/6/2010,4965,8/16/2010,6211,47.45,31.79,2441,2720,2382
Europe,90,Meat,Offline,L,4/10/2010,8294,4/12/2010,321,421.89,364.69,1530,1924,877
Sub-Saharan Africa,173,Clothes,Online,H,9/20/2012,8385,10/19/2012,2401,109.28,35.84,2260,1586,3600
Europe,53,Clothes,Offline,C,12/2/2016,4279,1/1/2017,3705,109.28,35.84,3079,2064,4656
Sub-Saharan Africa,141,Meat,Online,L,5/8/2015,599,5/16/2015,7519,421.89,364.69,8353,8654,6005
Australia and Oceania,51,Beverages,Online,M,11/26/2012,3026,12/1/2012,4162,47.45,31.79,1891,2060,1861
Australia and Oceania,172,Clothes,Online,L,7/21/2015,2958,8/16/2015,5981,109.28,35.84,4218,2874,6097
Sub-Saharan Africa,109,Snacks,Online,L,5/22/2011,2546,6/2/2011,2357,152.58,97.44,2794,3034,2934
Asia,161,Snacks,Offline,L,4/17/2012,9648,5/5/2012,4700,152.58,97.44,4466,4684,4551
Australia and Oceania,112,Meat,Offline,C,4/13/2012,3070,5/24/2012,1453,421.89,364.69,4036,5048,2150
Europe,8,Cereal,Offline,M,1/3/2014,7277,2/9/2014,3089,205.7,117.11,4136,4208,4669
Europe,146,Fruits,Online,C,5/24/2017,7547,5/26/2017,7115,9.33,6.92,917,1017,818
Sub-Saharan Africa,95,Fruits,Online,M,11/13/2015,4993,12/30/2015,3064,9.33,6.92,391,436,353
Sub-Saharan Africa,144,Meat,Online,C,4/10/2015,1344,4/25/2015,7506,421.89,364.69,8349,8652,5995
Middle East and North Africa,108,Baby Food,Online,C,12/13/2014,4327,1/3/2015,9038,255.28,159.42,7769,7548,8473
Sub-Saharan Africa,54,Cosmetics,Offline,L,7/6/2011,2272,7/18/2011,3291,437.2,263.33,6577,6423,7217
Europe,21,Snacks,Online,M,3/19/2010,9337,3/19/2010,7925,152.58,97.44,6037,6050,6070
Asia,106,Cosmetics,Offline,M,8/4/2013,624,9/11/2013,7634,437.2,263.33,8455,8098,9255
Middle East and North Africa,9,Snacks,Online,M,2/3/2010,6771,3/11/2010,9140,152.58,97.44,6473,6511,6648
Asia,30,Beverages,Online,M,9/29/2015,9303,11/17/2015,6198,47.45,31.79,2435,2715,2379
Asia,119,Beverages,Offline,C,5/4/2017,5599,6/14/2017,4595,47.45,31.79,2010,2207,1972
Asia,17,Household,Online,L,2/5/2014,3689,2/20/2014,7149,668.27,502.54,9147,9093,9069
North America,103,Household,Online,C,11/17/2013,7469,12/27/2013,8706,668.27,502.54,9418,9371,9372
Sub-Saharan Africa,29,Personal Care,Online,M,3/30/2014,1619,4/18/2014,1149,81.73,56.67,1299,1357,1223
Europe,104,Personal Care,Offline,C,10/26/2013,6539,11/17/2013,8387,81.73,56.67,4330,4764,4008
Asia,76,Vegetables,Offline,L,2/2/2016,3406,2/7/2016,1363,154.06,90.93,1965,1983,2197
Sub-Saharan Africa,57,Snacks,Offline,M,6/13/2010,9282,7/22/2010,3051,152.58,97.44,3418,3726,3503
Middle East and North Africa,82,Office Supplies,Online,M,11/12/2013,1962,12/13/2013,3456,651.21,524.96,7715,7934,6059
